incident_i,engine_area_c,exposure_c,incident_type_c,property_use_c,detector_c,structure_stat_c,cinjury_c,cfatal_c,finjury_c,ffatal_c,call_month_c,call_day_c,call_hour_c,dispatch_n,arrival_n,clear_n
399,40,0,600,0,0,0,0,0,0,0,1,8,22,155,414,673
400,51,0,412,0,0,0,0,0,0,0,1,8,22,211,619,1631
401,56,0,740,33,0,0,0,0,0,0,1,8,23,162,777,1143
402,39,0,600,1,0,0,0,0,0,0,1,9,1,191,603,3472
403,52,0,445,3,0,0,0,0,0,0,1,9,5,23,308,1185
404,60,0,111,9,0,0,0,0,0,0,1,9,6,81,460,11079
405,9,0,444,6,0,0,0,0,0,0,1,9,6,71,657,689
406,52,0,745,1,0,0,0,0,0,0,1,9,7,53,516,558
407,9,0,444,7,0,0,0,0,0,0,1,9,7,91,523,4292
408,42,0,421,9,0,0,0,0,0,0,1,9,8,111,543,1792
409,59,0,745,50,0,0,0,0,0,0,1,9,8,75,371,373
410,32,0,444,7,0,0,0,0,0,0,1,9,9,203,756,1065
411,32,0,111,51,0,0,0,0,0,0,1,9,9,8,535,600
412,50,0,111,1,0,1,0,0,0,0,1,9,9,212,452,1471
413,46,0,111,1,0,5,0,0,0,0,1,9,10,77,201,5895
414,44,0,118,22,3,0,0,0,0,0,1,9,10,116,440,1462
415,46,0,745,41,0,0,0,0,0,0,1,9,11,160,269,284
416,42,0,700,1,0,0,0,0,0,0,1,9,11,36,311,398
417,42,0,111,1,0,1,0,0,0,0,1,9,11,16,94,1893
418,54,0,444,3,0,0,0,0,0,0,1,9,11,17,248,2225
419,51,0,600,1,0,0,0,0,0,0,1,9,11,172,659,1035
420,33,0,400,6,0,0,0,0,0,0,1,9,12,88,408,508
421,52,0,700,1,0,0,0,0,0,0,1,9,13,87,298,545
422,34,0,111,1,0,1,0,0,0,0,1,9,15,81,374,3005
423,60,0,130,7,0,0,0,0,0,0,1,9,16,95,533,2169
424,30,0,700,6,0,0,0,0,0,0,1,9,16,86,380,477
425,42,0,600,20,0,0,0,0,0,0,1,9,16,32,446,581
426,57,0,700,47,0,0,0,0,0,0,1,9,16,98,327,865
427,40,0,700,1,0,0,0,0,0,0,1,9,17,117,473,677
428,54,0,600,48,0,0,0,0,0,0,1,9,17,133,394,621
429,17,0,745,0,0,0,0,0,0,0,1,9,17,91,316,449
430,59,0,745,49,0,0,0,0,0,0,1,9,18,95,348,1467
431,32,0,111,1,0,4,0,0,0,0,1,9,18,164,503,859
432,55,0,745,1,0,0,0,0,0,0,1,9,19,64,468,1275
433,9,0,150,8,0,0,0,0,0,0,1,9,19,102,463,1149
434,39,0,600,6,0,0,0,0,0,0,1,9,19,396,674,924
435,57,0,111,9,0,0,1,0,0,0,1,9,19,116,507,17191
436,52,0,424,1,0,0,0,0,0,0,1,9,20,136,480,666
437,39,0,111,1,0,2,0,0,0,0,1,9,21,135,465,1948
438,58,0,600,1,0,0,0,0,0,0,1,9,22,188,447,868
439,34,0,700,46,0,0,0,0,0,0,1,9,23,112,662,1989
440,30,0,600,6,0,0,0,0,0,0,1,9,23,27,352,408
441,44,0,130,3,0,0,0,0,0,0,1,9,23,59,193,780
442,44,0,113,1,3,0,1,0,0,0,1,10,0,58,441,1179
443,53,0,700,25,0,0,0,0,0,0,1,10,0,85,515,539
444,60,0,130,6,0,0,0,0,0,0,1,10,1,85,377,1177
445,57,0,650,1,0,0,0,0,0,0,1,10,1,99,684,1874
446,54,0,444,6,0,0,0,0,0,0,1,10,1,28,286,731
447,46,0,444,7,0,0,0,0,0,0,1,10,1,241,509,3815
448,56,0,111,1,0,2,0,0,0,0,1,10,3,172,518,8000
449,1,0,731,53,0,0,0,0,0,0,1,10,4,21,480,717
450,56,0,111,9,0,0,0,0,0,0,1,10,4,151,906,11728
451,48,0,745,2,0,0,0,0,0,0,1,10,5,107,423,855
452,27,0,745,24,0,0,0,0,0,0,1,10,6,48,497,504
453,53,0,700,25,0,0,0,0,0,0,1,10,7,201,825,1332
454,48,0,745,0,0,0,0,0,0,0,1,10,7,128,514,699
455,57,0,111,1,0,4,0,0,0,0,1,10,7,130,747,1845
456,60,0,622,1,0,0,0,0,0,0,1,10,9,129,492,1815
457,44,0,700,54,0,0,0,0,0,0,1,10,9,315,621,1732
458,54,0,745,1,0,0,0,0,0,0,1,10,9,132,0,682
459,56,0,111,9,0,0,0,0,0,0,1,10,9,0,0,0
460,60,0,600,1,0,0,0,0,0,0,1,10,10,97,476,1186
461,35,0,463,25,0,0,0,0,0,0,1,10,10,0,0,921
462,58,0,111,1,0,1,0,0,0,0,1,10,10,58,404,2885
463,56,0,111,9,0,0,0,0,0,0,1,10,10,0,0,0
464,9,0,151,1,0,0,0,0,0,0,1,10,10,104,319,1136
465,53,0,745,1,0,0,0,0,0,0,1,10,11,80,274,307
466,56,0,600,1,0,0,0,0,0,0,1,10,12,18,667,689
467,44,0,111,1,0,1,0,0,0,0,1,10,12,86,387,1300
468,30,0,730,1,0,0,0,0,0,0,1,10,13,74,390,489
469,44,0,111,1,0,6,0,0,0,0,1,10,14,154,384,2444
470,60,0,745,20,0,0,0,0,0,0,1,10,15,81,369,884
471,50,0,743,6,0,0,0,0,0,0,1,10,15,73,285,430
472,35,0,600,1,0,0,0,0,0,0,1,10,15,196,497,516
473,1,0,745,52,0,0,0,0,0,0,1,10,15,290,686,746
474,54,0,151,1,0,0,0,0,0,0,1,10,15,94,402,1242
475,41,0,745,1,0,0,0,0,0,0,1,10,16,280,552,587
476,52,0,551,1,0,0,0,0,0,0,1,10,16,58,156,165
477,55,0,111,9,0,0,0,0,0,0,1,10,16,14,18,35
478,44,0,700,6,0,0,0,0,0,0,1,10,16,186,466,656
479,52,0,600,1,0,0,0,0,0,0,1,10,16,8,273,498
480,33,0,745,0,0,0,0,0,0,0,1,10,18,71,515,571
481,17,0,600,0,0,0,0,0,0,0,1,10,18,83,488,1393
482,39,0,745,1,0,0,0,0,0,0,1,10,18,75,360,554
483,17,0,730,0,0,0,0,0,0,0,1,10,19,134,441,805
484,52,0,400,1,0,0,0,0,0,0,1,10,20,307,658,1098
485,32,0,600,7,0,0,0,0,0,0,1,10,20,27,419,607
486,40,0,745,0,0,0,0,0,0,0,1,10,20,78,343,445
487,1,0,745,32,0,0,0,0,0,0,1,10,20,82,518,728
488,30,0,441,24,0,0,0,0,0,0,1,10,21,128,476,662
489,52,0,111,1,0,1,0,0,0,0,1,10,21,76,347,2912
490,56,0,130,13,0,0,0,0,0,0,1,10,21,114,464,2001
491,0,0,631,8,0,0,0,0,0,0,1,10,22,5,637,1466
492,30,0,745,24,0,0,0,0,0,0,1,10,23,59,425,535
493,9,0,745,55,0,0,0,0,0,0,1,11,0,298,836,1160
494,33,0,600,1,0,0,0,0,0,0,1,11,1,393,658,1150
495,54,0,700,41,0,0,0,0,0,0,1,11,2,142,540,691
496,58,0,130,6,0,0,0,0,0,0,1,11,3,25,325,1211
497,46,0,111,1,0,2,0,0,0,0,1,11,3,175,479,4013
498,9,0,111,0,0,1,0,0,0,0,1,11,4,136,436,5063
499,33,0,130,7,0,0,0,0,0,0,1,11,4,73,344,1973
500,40,0,130,1,0,0,0,0,0,0,1,11,5,127,397,1198
501,39,0,651,1,0,0,0,0,0,0,1,11,6,126,406,1067
502,54,0,700,0,0,0,0,0,0,0,1,11,9,113,339,460
503,35,0,440,0,0,0,0,0,0,0,1,11,10,137,475,1566
504,27,0,445,7,0,0,0,0,0,0,1,11,10,114,601,720
505,27,0,160,7,0,0,0,0,0,0,1,11,10,258,351,1202
506,9,0,700,39,0,0,0,0,0,0,1,11,11,123,497,545
507,52,0,700,1,0,0,0,0,0,0,1,11,11,100,290,415
508,51,0,651,0,0,0,0,0,0,0,1,11,11,107,433,1316
509,55,0,111,1,0,1,0,0,1,0,1,11,12,116,350,6176
510,30,0,111,1,0,1,0,0,0,0,1,11,13,129,512,1595
511,27,0,151,56,3,0,0,0,0,0,1,11,13,214,575,1241
512,56,0,111,1,0,0,0,0,0,0,1,11,13,173,384,2245
513,1,0,700,0,0,0,0,0,0,0,1,11,13,130,456,472
514,54,0,111,1,0,2,0,0,0,0,1,11,14,47,292,4167
515,32,0,700,1,0,0,0,0,0,0,1,11,14,62,311,475
516,1,0,700,57,0,0,0,0,0,0,1,11,16,82,442,1836
517,9,0,745,0,0,0,0,0,0,0,1,11,16,50,431,523
518,59,0,445,0,0,0,0,0,0,0,1,11,16,505,776,1672
519,1,0,745,57,0,0,0,0,0,0,1,11,17,98,465,496
520,60,0,651,1,0,0,0,0,0,0,1,11,18,77,304,804
521,54,0,111,1,0,1,2,0,0,0,1,11,19,70,430,3744
522,17,0,740,12,0,0,0,0,0,0,1,11,19,17,426,582
523,52,0,700,7,0,0,0,0,0,0,1,11,19,88,266,342
524,41,0,742,10,0,0,0,0,0,0,1,11,20,93,544,827
525,42,0,742,10,0,0,0,0,0,0,1,11,20,88,670,3503
526,27,0,113,17,3,0,0,0,0,0,1,11,20,81,410,802
527,42,0,600,1,0,0,0,0,0,0,1,11,21,101,385,801
528,41,0,745,10,0,0,0,0,0,0,1,11,21,85,405,2759
529,52,0,445,6,0,0,0,0,0,0,1,11,21,116,523,666
530,60,0,651,1,0,0,0,0,0,0,1,11,22,83,396,500
531,9,0,600,0,0,0,0,0,0,0,1,11,22,197,682,988
532,48,0,700,55,0,0,0,0,0,0,1,11,23,101,508,652
533,54,0,600,0,0,0,0,0,0,0,1,11,23,114,641,1315
534,9,0,444,6,0,0,0,0,0,0,1,12,0,22,505,927
535,34,0,113,1,3,0,0,0,0,0,1,12,0,108,514,924
536,41,0,111,1,0,1,0,0,0,0,1,12,1,89,314,6003
537,33,0,700,0,0,0,0,0,0,0,1,12,3,95,366,498
538,53,0,745,32,0,0,0,0,0,0,1,12,3,113,395,722
539,39,0,652,1,0,0,0,0,0,0,1,12,4,268,846,1823
540,56,0,111,1,0,4,0,0,0,0,1,12,5,69,347,6675
541,17,0,700,10,0,0,0,0,0,0,1,12,6,145,492,1001
542,50,0,111,1,0,1,0,2,0,0,1,12,6,96,407,10334
543,1,0,745,57,0,0,0,0,0,0,1,12,6,164,621,1628
544,59,0,600,17,0,0,0,0,0,0,1,12,7,129,686,3524
545,40,0,111,1,0,4,0,0,0,0,1,12,8,81,398,7244
546,41,0,150,38,0,0,0,0,0,0,1,12,8,88,509,1165
547,44,0,111,1,3,2,0,0,0,0,1,12,9,404,686,1609
548,55,0,745,1,0,0,0,0,0,0,1,12,9,66,566,570
549,50,0,700,1,0,0,0,0,0,0,1,12,10,62,260,379
550,53,0,745,10,0,0,0,0,0,0,1,12,10,145,730,740
551,39,0,745,1,0,0,0,0,0,0,1,12,10,97,434,484
552,50,0,113,1,1,0,0,0,0,0,1,12,11,151,462,1241
553,50,0,111,1,0,1,0,0,0,0,1,12,11,12,582,5578
554,53,0,740,58,0,0,0,0,0,0,1,12,12,79,297,517
555,33,0,444,6,0,0,0,0,0,0,1,12,12,69,325,696
556,57,0,700,1,0,0,0,0,0,0,1,12,14,162,569,630
557,27,0,745,0,0,0,0,0,0,0,1,12,14,94,377,627
558,44,0,622,20,0,0,0,0,0,0,1,12,14,142,392,576
559,17,0,745,9,0,0,0,0,0,0,1,12,15,76,439,578
560,41,0,700,1,0,0,0,0,0,0,1,12,17,162,429,1002
561,1,0,471,3,0,0,0,0,0,0,1,12,17,183,0,10717
562,44,0,440,1,0,0,0,0,0,0,1,12,18,159,531,1244
563,60,0,745,1,0,0,0,0,0,0,1,12,18,96,565,621
564,1,0,444,7,0,0,0,0,0,0,1,12,18,117,688,1486
565,54,0,745,0,0,0,0,0,0,0,1,12,19,97,434,542
566,56,0,441,1,0,0,0,0,0,0,1,12,20,34,277,1136
567,30,0,111,1,0,1,0,0,0,0,1,12,20,110,372,617
568,55,0,111,1,0,1,0,0,0,0,1,12,20,230,556,3841
569,1,0,745,22,2,0,0,0,0,0,1,12,21,94,380,1034
570,1,0,444,3,0,0,0,0,0,0,1,12,21,101,568,3196
571,30,0,411,1,0,0,0,0,0,0,1,12,22,110,431,1477
572,53,0,111,1,0,2,0,0,0,0,1,12,22,160,604,20000
573,33,0,111,1,0,2,0,0,0,0,1,12,22,111,468,6664
574,59,0,600,6,0,0,0,0,0,0,1,12,23,93,392,2484
575,41,0,411,1,0,0,0,0,0,0,1,13,0,367,877,1233
576,33,0,710,1,0,0,0,0,0,0,1,13,1,232,650,913
577,59,0,600,17,0,0,0,0,0,0,1,13,1,202,594,1144
578,39,0,745,9,0,0,0,0,0,0,1,13,1,357,856,862
579,60,0,111,1,0,1,0,0,0,0,1,13,1,189,471,1795
580,17,0,130,25,0,0,0,0,0,0,1,13,1,209,857,4239
581,55,0,700,1,0,0,0,0,0,0,1,13,2,162,508,713
582,33,0,111,1,0,2,0,0,0,0,1,13,2,171,633,6056
583,40,0,111,17,0,1,0,0,0,0,1,13,2,105,471,1412
584,55,0,651,1,0,0,0,0,0,0,1,13,3,69,429,1040
585,30,0,111,17,0,1,0,0,0,0,1,13,4,106,437,3782
586,50,0,111,1,0,1,0,0,0,0,1,13,6,86,393,2207
587,60,0,600,1,0,0,0,0,0,0,1,13,6,107,502,910
588,52,0,444,7,0,0,0,0,0,0,1,13,6,56,413,476
589,39,0,700,1,0,0,0,0,0,0,1,13,7,572,877,1962
590,41,0,700,8,0,0,0,0,0,0,1,13,9,418,795,1422
591,40,0,700,1,0,0,0,0,0,0,1,13,10,56,268,539
592,9,0,113,0,2,0,0,0,0,0,1,13,11,120,418,871
593,42,0,745,1,0,0,0,0,0,0,1,13,12,41,350,356
594,58,0,745,1,0,0,0,0,0,0,1,13,12,83,292,322
595,9,0,118,12,3,0,0,0,0,0,1,13,13,99,329,647
596,60,0,700,1,0,0,0,0,0,0,1,13,13,208,615,953
597,56,0,700,1,0,0,0,0,0,0,1,13,14,143,444,623
598,34,0,745,33,0,0,0,0,0,0,1,13,15,75,223,232
599,60,0,412,1,0,0,0,0,0,0,1,13,15,116,421,1163
600,42,0,700,1,0,0,0,0,0,0,1,13,15,87,398,401
601,55,0,111,1,0,1,0,0,0,0,1,13,16,107,461,2697
602,57,0,745,47,0,0,0,0,0,0,1,13,16,97,1078,1087
603,40,0,113,1,2,0,0,0,0,0,1,13,17,89,370,1226
604,41,0,700,6,0,0,0,0,0,0,1,13,17,165,332,532
605,40,0,111,1,0,2,0,0,0,0,1,13,17,186,441,5459
606,44,0,111,1,0,4,0,0,0,0,1,13,17,115,313,9234
607,39,0,745,1,0,0,0,0,0,0,1,13,17,120,650,696
608,44,0,600,1,0,0,0,0,0,0,1,13,17,170,658,1090
609,32,0,745,0,0,0,0,0,0,0,1,13,17,157,559,1654
610,1,0,130,25,0,0,0,0,0,0,1,13,17,117,562,1809
611,27,0,700,12,0,0,0,0,0,0,1,13,17,14,486,729
612,56,0,745,1,0,0,0,0,0,0,1,13,18,111,641,646
613,40,0,651,1,0,0,0,0,0,0,1,13,19,229,753,879
614,27,0,111,1,0,1,0,0,0,0,1,13,20,143,381,2981
615,52,0,111,1,0,1,0,0,0,0,1,13,20,113,428,951
616,34,0,700,25,0,0,0,0,0,0,1,13,20,109,473,670
617,30,0,650,1,0,0,0,0,0,0,1,13,20,133,688,1989
618,55,0,111,1,0,1,0,0,0,0,1,13,21,127,425,4479
619,30,0,113,1,3,0,0,0,0,0,1,13,21,170,448,1196
620,52,0,745,50,0,0,0,0,0,0,1,13,22,105,519,625
621,60,0,111,1,0,1,0,0,0,0,1,13,22,105,512,2073
622,52,0,130,6,0,0,0,0,0,0,1,13,23,108,421,1501
623,33,0,745,0,0,0,0,0,0,0,1,13,23,111,352,726
624,42,0,111,1,0,1,0,0,0,0,1,14,0,225,679,1958
625,1,0,411,3,0,0,0,0,0,0,1,14,2,220,595,693
626,44,0,111,1,0,4,0,0,0,0,1,14,3,135,518,2186
627,39,0,111,1,0,1,0,0,0,0,1,14,4,209,458,6622
628,39,1,111,1,0,1,0,0,0,0,1,14,4,209,449,6569
629,60,0,710,1,0,0,0,0,0,0,1,14,4,117,481,562
630,52,0,130,7,0,0,0,0,0,0,1,14,5,65,425,1873
631,42,0,111,1,0,7,0,0,0,0,1,14,5,130,578,9544
632,42,1,111,1,0,1,0,0,0,0,1,14,5,130,698,5971
633,17,0,740,61,0,0,0,0,0,0,1,14,5,37,375,576
634,56,0,745,9,0,0,0,0,0,0,1,14,5,204,528,1125
635,30,0,700,28,0,0,0,0,0,0,1,14,6,11,0,394
636,42,0,651,1,0,0,0,0,0,0,1,14,8,68,445,3187
637,39,0,600,1,0,0,0,0,0,0,1,14,8,165,428,1178
638,46,0,700,1,0,0,0,0,0,0,1,14,8,100,363,527
639,52,0,700,1,0,0,0,0,0,0,1,14,8,129,536,592
640,54,0,111,1,0,1,0,0,0,0,1,14,9,89,464,1989
641,53,0,111,1,0,2,0,0,0,0,1,14,9,78,247,4173
642,1,0,600,57,0,0,0,0,0,0,1,14,10,183,534,618
643,51,0,600,1,0,0,0,0,0,0,1,14,10,64,717,1111
644,42,0,111,1,0,5,0,0,0,0,1,14,10,118,447,7548
645,56,0,113,0,2,0,0,0,0,0,1,14,10,83,656,1017
646,33,0,111,1,0,2,0,0,0,0,1,14,13,139,514,1424
647,41,0,745,33,0,0,0,0,0,0,1,14,13,134,554,718
648,1,0,700,53,0,0,0,0,0,0,1,14,13,7,379,435
649,34,0,710,36,0,0,0,0,0,0,1,14,14,16,292,499
650,53,0,745,59,0,0,0,0,0,0,1,14,14,128,608,1057
651,1,0,700,37,0,0,0,0,0,0,1,14,15,109,452,581
652,48,0,700,60,0,0,0,0,0,0,1,14,16,140,694,703
653,33,0,420,33,0,0,0,0,0,0,1,14,16,101,397,20000
654,54,0,745,0,0,0,0,0,0,0,1,14,16,78,618,970
655,42,0,600,1,0,0,0,0,0,0,1,14,16,18,373,392
656,40,0,745,1,0,0,0,0,0,0,1,14,16,104,357,427
657,17,0,522,0,0,0,0,0,0,0,1,14,17,87,418,3976
658,41,0,600,1,0,0,0,0,0,0,1,14,18,145,634,1013
659,41,0,600,1,0,0,0,0,0,0,1,14,18,142,379,770
660,60,0,700,36,0,0,0,0,0,0,1,14,19,14,368,939
661,17,0,700,0,0,0,0,0,0,0,1,14,20,83,462,971
662,1,0,745,1,0,0,0,0,0,0,1,14,20,202,487,863
663,59,0,130,9,0,0,0,0,0,0,1,14,20,69,435,1261
664,40,0,440,0,0,1,0,0,0,0,1,14,21,114,390,5863
665,51,0,745,1,0,0,0,0,0,0,1,14,22,105,306,554
666,50,0,111,1,0,4,0,0,0,0,1,14,23,95,340,3494
667,58,0,551,1,0,0,0,0,0,0,1,14,23,68,389,4092
668,32,0,900,1,0,0,0,0,0,0,1,15,0,111,466,1558
669,60,0,111,47,0,4,0,0,0,0,1,15,1,159,433,1218
670,46,0,111,1,0,4,0,0,0,0,1,15,3,163,537,6062
671,41,0,700,22,0,0,0,0,0,0,1,15,3,70,556,661
672,52,0,746,1,0,0,0,0,0,0,1,15,3,131,724,1120
673,57,0,111,1,0,1,0,0,1,0,1,15,4,183,483,4571
674,60,0,700,1,0,0,0,0,0,0,1,15,4,127,481,574
675,50,0,111,1,0,3,0,0,0,0,1,15,5,173,503,2539
676,46,0,111,1,0,4,0,0,0,0,1,15,6,67,383,7971
677,59,0,111,9,0,0,0,0,0,0,1,15,6,79,445,455
678,60,0,111,1,0,1,0,0,0,0,1,15,9,72,394,2802
679,9,0,700,55,0,0,0,0,0,0,1,15,9,129,383,439
680,55,0,700,1,0,0,0,0,0,0,1,15,10,65,189,278
681,54,0,600,0,0,0,0,0,0,0,1,15,12,106,455,470
682,1,0,700,0,0,0,0,0,0,0,1,15,12,82,366,410
683,53,0,741,1,0,0,0,0,0,0,1,15,12,131,624,628
684,59,0,745,1,0,0,0,0,0,0,1,15,13,85,302,462
685,41,0,731,10,0,0,0,0,0,0,1,15,13,116,546,824
686,1,0,745,57,0,0,0,0,0,0,1,15,14,126,459,519
687,51,0,700,1,0,0,0,0,0,0,1,15,14,269,639,860
688,1,0,745,0,0,0,0,0,0,0,1,15,14,123,189,192
689,39,0,111,1,0,1,0,1,0,0,1,15,15,109,442,1753
690,44,0,700,1,0,0,0,0,0,0,1,15,15,189,429,603
691,32,0,745,9,0,0,0,0,0,0,1,15,17,127,651,814
692,52,0,600,1,0,0,0,0,0,0,1,15,17,117,388,395
693,1,0,745,0,0,0,0,0,0,0,1,15,18,129,395,1172
694,56,0,111,1,0,4,0,0,0,0,1,15,18,104,330,5648
695,46,0,421,16,0,0,0,0,0,0,1,15,18,17,271,726
696,59,0,400,1,0,0,1,0,0,0,1,15,18,240,547,1094
697,58,0,651,1,0,0,0,0,0,0,1,15,19,188,474,939
698,59,0,130,47,0,0,0,0,0,0,1,15,19,90,691,1093
699,9,0,745,0,0,0,0,0,0,0,1,15,20,88,363,429
700,35,0,111,1,0,1,0,0,0,0,1,15,20,161,372,7195
701,35,0,440,0,0,0,0,0,0,0,1,15,20,250,488,930
702,32,0,700,7,0,0,0,0,0,0,1,15,20,196,657,782
703,51,0,745,1,0,0,0,0,0,0,1,15,21,123,600,1377
704,55,0,411,1,0,0,0,0,0,0,1,15,21,227,642,948
705,46,0,130,25,0,0,0,0,0,0,1,15,21,123,543,2697
706,30,0,600,1,0,0,0,0,0,0,1,15,22,151,605,1020
707,57,0,130,17,0,0,0,0,0,0,1,15,23,107,450,1888
708,34,0,651,1,0,0,0,0,0,0,1,16,1,152,448,1005
709,41,0,600,1,0,0,0,0,0,0,1,16,1,149,425,1041
710,56,0,111,1,0,2,0,0,0,0,1,16,1,69,296,4061
711,56,0,600,1,0,0,0,0,0,0,1,16,1,273,630,1271
712,40,0,700,1,0,0,0,0,0,0,1,16,2,132,374,472
713,40,0,700,1,0,0,0,0,0,0,1,16,2,155,381,518
714,40,0,111,1,0,1,0,0,0,0,1,16,3,212,481,2130
715,57,0,113,0,3,0,0,0,0,0,1,16,4,258,625,1364
716,60,0,700,1,0,0,0,0,0,0,1,16,4,69,426,499
717,60,0,700,7,0,0,0,0,0,0,1,16,4,108,263,359
718,55,0,130,1,0,0,0,0,0,0,1,16,7,72,483,1628
719,53,0,111,1,0,4,0,0,0,0,1,16,7,76,266,2925
720,42,0,745,10,0,0,0,0,0,0,1,16,7,60,397,633
721,53,0,445,9,0,0,0,0,0,0,1,16,8,178,408,600
722,53,0,651,47,0,0,0,0,0,0,1,16,8,99,524,558
723,27,0,600,33,0,0,0,0,0,0,1,16,8,68,360,601
724,17,0,745,39,0,0,0,0,0,0,1,16,9,83,356,1310
725,52,0,111,1,0,2,0,0,0,0,1,16,10,133,263,4540
726,17,0,445,7,0,0,0,0,0,0,1,16,11,87,324,591
727,42,0,111,1,0,1,0,0,0,0,1,16,11,157,519,943
728,17,0,411,1,0,0,0,0,0,0,1,16,11,178,752,1093
729,58,0,745,1,0,0,0,0,0,0,1,16,11,64,242,266
730,56,0,151,35,0,0,0,0,0,0,1,16,11,61,450,851
731,56,0,151,1,0,0,0,0,0,0,1,16,12,154,543,1059
732,33,0,700,25,0,0,0,0,0,0,1,16,13,170,472,2233
733,34,1,111,19,2,1,0,0,0,0,1,16,13,0,0,0
734,34,0,111,1,1,2,0,0,1,0,1,16,13,95,299,11932
735,33,0,130,14,0,0,0,0,0,0,1,16,13,31,86,1511
736,33,1,130,14,0,0,0,0,0,0,1,16,13,0,41,1481
737,59,0,700,1,0,0,0,0,0,0,1,16,13,111,346,437
738,33,0,420,9,0,0,0,0,0,0,1,16,14,71,446,652
739,56,0,0,9,0,0,0,0,0,0,1,16,14,195,431,611
740,42,0,745,1,0,0,0,0,0,0,1,16,15,99,661,937
741,56,0,445,1,0,0,0,0,0,0,1,16,15,121,315,793
742,50,0,111,1,0,1,0,0,0,0,1,16,16,55,241,4045
743,39,0,445,14,0,0,0,0,0,0,1,16,16,129,494,1680
744,41,0,651,22,0,0,0,0,0,0,1,16,16,152,569,669
745,34,0,412,1,0,0,0,0,0,0,1,16,16,156,611,883
746,60,0,700,36,0,0,0,0,0,0,1,16,16,17,367,909
747,56,0,111,1,0,1,0,0,0,0,1,16,17,82,383,1146
748,35,0,600,0,0,0,0,0,0,0,1,16,17,188,580,862
749,17,0,420,22,0,0,0,0,0,0,1,16,17,294,623,769
750,55,0,700,1,0,0,0,0,0,0,1,16,17,99,485,1490
751,30,0,745,24,0,0,0,0,0,0,1,16,17,97,148,164
752,57,0,700,62,0,0,0,0,0,0,1,16,18,289,561,1596
753,60,0,600,6,0,0,0,0,0,0,1,16,19,101,346,643
754,56,0,600,1,0,0,0,0,0,0,1,16,19,20,138,146
755,40,0,600,1,0,0,0,0,0,0,1,16,19,246,502,1284
756,34,0,130,25,0,0,0,0,0,0,1,16,20,25,409,1219
757,55,0,111,1,0,1,0,0,0,0,1,16,20,98,376,2396
758,52,0,111,1,0,3,0,0,0,0,1,16,20,77,323,3837
759,42,0,111,20,0,1,0,0,0,0,1,16,20,20,508,5112
760,35,0,745,41,0,0,0,0,0,0,1,16,22,157,544,1078
761,44,0,111,1,0,4,0,0,0,0,1,16,22,64,210,4272
762,55,0,412,1,0,0,0,0,0,0,1,16,22,145,479,952
763,42,0,114,1,3,0,0,0,0,0,1,16,23,154,514,613
764,55,0,745,1,0,0,0,0,0,0,1,16,23,117,423,496
765,60,0,412,1,0,0,0,0,0,0,1,16,23,73,347,985
766,57,0,111,1,0,5,0,0,0,0,1,17,1,72,370,6173
767,44,0,715,51,0,0,0,0,0,0,1,17,1,35,369,375
768,57,0,600,1,0,0,0,0,0,0,1,17,1,82,614,665
769,59,0,411,9,0,0,0,0,0,0,1,17,2,73,719,839
770,42,0,130,3,0,0,0,0,0,0,1,17,3,118,422,2105
771,34,0,600,0,0,0,0,0,0,0,1,17,4,182,537,1329
772,39,0,111,0,0,1,0,0,0,0,1,17,4,64,306,2853
773,59,0,561,1,0,0,0,0,0,0,1,17,8,79,356,1387
774,30,0,745,24,0,0,0,0,0,0,1,17,8,108,383,438
775,42,0,744,0,0,0,0,0,0,0,1,17,9,101,468,966
776,59,0,561,1,0,0,0,0,0,0,1,17,9,73,384,870
777,40,0,111,1,0,1,1,0,0,0,1,17,10,78,339,4602
778,40,1,130,13,0,0,0,0,0,0,1,17,10,0,0,0
779,34,0,745,63,0,0,0,0,0,0,1,17,11,233,534,936
780,55,0,745,1,0,0,0,0,0,0,1,17,11,55,273,294
781,33,0,111,1,0,4,0,0,0,0,1,17,12,117,417,1559
782,32,0,743,0,0,0,0,0,0,0,1,17,13,117,504,510
783,34,0,735,33,0,0,0,0,0,0,1,17,13,133,452,1651
784,30,0,600,1,0,0,0,0,0,0,1,17,13,67,391,838
785,27,0,745,33,0,0,0,0,0,0,1,17,14,65,358,771
786,17,0,745,9,0,0,0,0,0,0,1,17,14,66,736,942
787,57,0,700,7,0,0,0,0,0,0,1,17,15,29,282,616
788,33,0,220,7,0,0,0,0,0,0,1,17,15,142,574,1530
789,53,0,700,1,0,0,0,0,0,0,1,17,15,65,408,412
790,42,0,600,7,0,0,0,0,0,0,1,17,17,99,393,518
791,35,0,745,0,0,0,0,0,0,0,1,17,17,70,417,769
792,40,0,700,3,0,0,0,0,0,0,1,17,17,209,508,585
793,52,0,745,0,0,0,0,0,0,0,1,17,18,127,389,445
794,40,0,700,1,0,0,0,0,0,0,1,17,18,120,433,976
795,60,0,700,51,0,0,0,0,0,0,1,17,18,142,391,488
796,52,0,130,14,0,0,0,0,0,0,1,17,18,88,314,561
797,51,0,745,1,0,0,0,0,0,0,1,17,18,112,589,1205
798,1,0,700,33,0,0,0,0,0,0,1,17,19,193,426,492
799,33,0,130,20,0,0,0,0,0,0,1,17,20,11,328,1466
800,59,0,700,6,0,0,0,0,0,0,1,17,20,164,484,640
